1|21596444800|Adam||Alexander|1945-12-30 00:00:00|M|M|aalexander@lucernepublishing.com|40000|3|0|Partial Co|Professional|1|2|566 S. Main||Cedar City|UT|84720|516-555-0187|Mr.|0
2|3003|Adrienne||Alonso|1950-03-06 00:00:00|M|F|aalonso@alpineskihouse.com|80000|4|0|Bachelors|Management|1|2|7264 St. Peter Court||Colma|CA|94014|607-555-0119|Ms.|4
3|1077|Alfredo|B|Alvarez|1964-03-30 00:00:00|S|M|aalvarez@fineartschool.net|130000|3|4|Partial Co|Professional|1|4|8850 Via Del Sol||Lynnwood|WA|98036|1 (11) 500 555-0143|Mr.|1
4|4779|Arthur|A|Arun|1985-03-22 00:00:00|S|M|aarun@adventure-works.com|50000|0|0|Partial Co|Skilled Manual|1|2|7515 Royal Oak Rd.||Chula Vista|CA|91910|403-555-0186|Mr.|4
5|38032399400|Andrea|M|Bailey|1965-04-26 00:00:00|M|F|abailey@lucernepublishing.com|10000|2|0|Partial Co|Manual|1|0|2500 North Stemmons Freeway||Dallas|TX|75201|1 (11) 500 555-0113|Ms.|4
6|67701756358|Angel|C|Bell|1983-10-12 00:00:00|S|M|abell@thephone-company.com|50000|0|0|High Schoo|Professional|0|2|840 Charlotte Ave.||Puyallup|WA|98371|516-555-0185|Mr.|1
7|14496465921|Anna|S|Bennett|1979-09-04 00:00:00|M|F|abennett@alpineskihouse.com|50000|1|1|Bachelors|Skilled Manual|1|0|312 Via Del Verdes||Colma|CA|94014|433-555-0112|Ms.|4
8|96338913440|Alyssa|L|Bennett|1963-01-12 00:00:00|M|F|abennett@cpandl.com|40000|3|0|Partial Co|Skilled Manual|1|2|25136 Jefferson Blvd.||Culver City|CA|90232|1 (11) 500 555-0160|Ms.|4
9|467|Arturo|J|Bhat|1976-03-13 00:00:00|M|M|abhat@adatum.com|90000|0|0|Bachelors|Professional|1|0|7040 Isabel Dr.||Beverly Hills|CA|90210|1 (11) 500 555-0199|Mr.|4
10|53313373327|Abigail||Brown|1955-09-02 00:00:00|M|F|abrown@treyresearch.net|40000|5|0|High Schoo|Professional|0|3|4710 Northridge Drive||Port Orchard|WA|98366|155-555-0188|Ms.|1
11|54107006788|Abigail|C|Bryant|1982-12-07 00:00:00|M|F|abryant@northwindtraders.com|60000|0|0|Partial Co|Skilled Manual|1|2|2639 Anchor Court||Edmonds|WA|98020|914-555-0199|Ms.|1
12|32632479667|Angela||Bryant|1987-11-16 00:00:00|M|F|abryant@treyresearch.net|40000|0|0|Partial Hi|Clerical|1|2|6594 Jefferson St.||Puyallup|WA|98371|148-555-0152|Ms.|1
13|10872839093|Alexandra||Butler|1987-04-19 00:00:00|S|F|abutler@cohovineyard.com|30000|0|0|Partial Hi|Clerical|1|2|5967 W Las Positas Blvd||Pleasanton|CA|94566|469-555-0136|Ms.|4
14|43299796581|Andrea|B|Carter|1986-08-17 00:00:00|M|F|acarter@contoso.com|50000|0|0|Partial Co|Skilled Manual|1|2|220 Rose Ann Ave.|#103|West Covina|CA|91791|616-555-0135|Ms.|4
15|75533120036|Adam|A|Carter|1974-01-19 00:00:00|S|M|acarter@margiestravel.com|70000|2|0|Graduate D|Professional|1|1|4082 Roslyn Road||Bellingham|WA|98225|416-555-0186|Mr.|1
16|3014|Adrienne|E|Castro|1960-01-11 00:00:00|S|F|acastro@alpineskihouse.com|50000|2|1|High Schoo|Professional|1|2|5867 Sunrise Boulevard||Citrus Heights|CA|95610|522-555-0132|Ms.|4
17|2789|Alberto||Castro|1981-12-10 00:00:00|M|M|acastro@thephone-company.com|30000|0|0|High Schoo|Manual|1|1|2696 Santa Rita Dr.||Spokane|WA|99202|1 (11) 500 555-0146|Mr.|1
18|9408|Alicia||Chande|1978-03-14 00:00:00|S|F|achande@adatum.com|50000|2|2|Bachelors|Skilled Manual|0|1|5935 Isabel||Berkeley|CA|94704|751-555-0139|Ms.|4
19|9863|April|M|Chande|1975-09-06 00:00:00|S|F|achande@cohovineyard.com|30000|2|2|Partial Co|Manual|1|0|7939 Bayview Court||Los Angeles|CA|90012|1 (11) 500 555-0112|Ms.|4
20|214|Alvin||Chander|1975-09-29 00:00:00|S|M|achander@cohovineyard.com|30000|1|1|Bachelors|Clerical|1|1|6538 Camelback Road||Los Angeles|CA|90012|1 (11) 500 555-0151|Mr.|4
21|3309|Ashlee||Chander|1959-08-15 00:00:00|S|F|achander@lucernepublishing.com|10000|2|0|Bachelors|Clerical|1|1|9178 Camino Solano||Dallas|TX|75201|1 (11) 500 555-0112|Ms.|4
22|9864|April|A|Chander|1958-05-21 00:00:00|M|F|achander@margiestravel.com|70000|5|1|Partial Hi|Skilled Manual|1|3|674 Woodchuck Pl.||Burien|WA|98168|1 (11) 500 555-0112|Ms.|1
23|85459846854|Alexander|R|Clark|1983-08-01 00:00:00|S|M|aclark@humongousinsurance.com|90000|4|4|Partial Co|Skilled Manual|0|2|3243 Lanton Ave||Milwaukie|OR|97222|764-555-0135|Mr.|1
24|81635102629|Austin||Clark|1988-01-17 00:00:00|M|M|aclark@lucernepublishing.com|40000|0|0|High Schoo|Skilled Manual|1|2|1083 W. Hookston Road||Chantilly|VA|20151|809-555-0143|Mr.|5
25|21534748700|Adam||Coleman|1987-01-05 00:00:00|S|M|acoleman@alpineskihouse.com|20000|0|0|High Schoo|Manual|1|1|2964 St. George Dr.||Colma|CA|94014|1 (11) 500 555-0189|Mr.|4
26|58763294800|Antonio||Coleman|1986-06-02 00:00:00|M|M|acoleman@litwareinc.com|60000|0|0|Partial Co|Skilled Manual|1|2|7845 Arcadia Place||Portland|OR|97205|137-555-0194|Mr.|1
27|71785666346|Angel|L|Collins|1986-09-15 00:00:00|M|M|acollins@adventure-works.com|30000|0|0|Partial Hi|Clerical|1|2|3739 Donald Dr||Burbank|CA|91502|643-555-0121|Mr.|4
28|39624590900|Allison||Cook|1974-05-17 00:00:00|M|F|acook@northwindtraders.com|20000|2|2|High Schoo|Manual|0|2|3593 Buckthorn Court|#1|Kirkland|WA|98033|1 (11) 500 555-0188|Ms.|1
29|36135289072|Alexandria|L|Cooper|1977-06-05 00:00:00|S|F|acooper@cohovineyard.com|120000|0|0|Bachelors|Management|1|3|1624 Carlisle Way||Redwood City|CA|94063|295-555-0145|Ms.|4
30|53125457763|Alexis|M|Davis|1968-10-02 00:00:00|M|F|adavis@consolidatedmessenger|30000|0|0|Bachelors|Clerical|1|0|6900 William Richardson Ct.||South Bend|IN|46601|1 (11) 500 555-0183|Ms.|3
31|53315894603|Abigail||Davis|1965-06-20 00:00:00|S|F|adavis@fabrikam.com|130000|3|4|Partial Co|Professional|0|3|70 N.w. Plaza||Saint Ann|MO|63074|1 (11) 500 555-0187|Ms.|0
32|9393|Alicia||Deng|1979-08-15 00:00:00|S|F|adeng@cpandl.com|70000|4|0|Graduate D|Professional|1|0|8958 Carleton Street||Concord|CA|94519|278-555-0139|Ms.|4
33|2997|Adrienne||Diaz|1976-04-05 00:00:00|S|F|adiaz@cpandl.com|30000|1|1|Bachelors|Clerical|1|1|5669 Ironwood Way||Daly City|CA|94015|1 (11) 500 555-0117|Ms.|4
34|6446|Anne||Diaz|1945-07-24 00:00:00|S|F|adiaz@fineartschool.net|20000|1|0|Graduate D|Clerical|0|0|5553 Kahrs Avenue||Olympia|WA|98501|1 (11) 500 555-0144|Ms.|1
35|7210|Allen||Engineer|1970-10-20 00:00:00|S|M|aengineer@adatum.com|20000|1|0|Graduate D|Clerical|1|0|8513 Hurlstone Ct.||Altadena|CA|91001|1 (11) 500 555-0133|Mr.|4
36|7335|Andre|A|Engineer|1985-02-24 00:00:00|S|M|aengineer@thephone-company.com|50000|1|1|Bachelors|Skilled Manual|0|1|North 93270 Newport Highway||Spokane|WA|99202|458-555-0118|Mr.|1
37|7346|Andre|R|Fernandez|1984-10-29 00:00:00|S|M|afernandez@adatum.com|20000|0|0|Partial Co|Manual|1|1|2292 Springlake Drive||Bellflower|CA|90706|1 (11) 500 555-0184|Mr.|4
38|1242|Adriana||Fernandez|1946-10-12 00:00:00|S|F|afernandez@alpineskihouse.com|110000|2|3|Graduate D|Management|0|4|1314 Greenview Court||Colma|CA|94014|610-555-0111|Ms.|4
39|54037360548|Abigail|E|Flores|1962-07-27 00:00:00|M|F|aflores@baldwinmuseumofscience.com|30000|1|0|Bachelors|Skilled Manual|0|1|867 Maria Vega Court||Colma|CA|94014|622-555-0116|Ms.|4
40|21585115194|Adam|J|Foster|1966-02-02 00:00:00|M|M|afoster@woodgrovebank.com|50000|2|0|Partial Hi|Skilled Manual|1|2|4524 Ferndale Lane||Yakima|WA|98901|269-555-0137|Mr.|1
41|188|Alvin||Gao|1950-08-07 00:00:00|M|M|agao@lucernepublishing.com|50000|3|0|Bachelors|Management|1|2|3455 Southbrook Dr.||Ballard|WA|98107|118-555-0128|Mr.|1
42|53210049300|Alexis|L|Garcia|1959-09-22 00:00:00|M|F|agarcia@alpineskihouse.com|50000|4|0|Bachelors|Management|0|2|5038 Kenwal Rd|#126|Colma|CA|94014|581-555-0154|Ms.|4
43|3084|Ann|C|Garcia|1970-09-11 00:00:00|S|F|agarcia@fineartschool.net|70000|5|4|Partial Co|Skilled Manual|1|3|7469 Paraiso Ct.||Newport Hills|WA|98006|1 (11) 500 555-0116|Ms.|1
44|6735|Albert|A|Gil|1962-05-23 00:00:00|S|M|agil@fineartschool.net|90000|4|1|Partial Co|Professional|1|2|9094 William Reed Dr||Lynnwood|WA|98036|1 (11) 500 555-0159|Mr.|1
45|30082042217|Alexia|W|Gonzales|1962-09-30 00:00:00|S|F|agonzales@contoso.com|90000|4|2|Partial Co|Professional|0|1|5097 Waterfall Way||San Francisco|CA|94109|1 (11) 500 555-0140|Ms.|4
46|31656616900|Ana||Gonzales|1944-10-18 00:00:00|M|F|agonzales@cpandl.com|30000|2|0|Partial Co|Clerical|1|2|6306 El Dorado Way||Concord|CA|94519|1 (11) 500 555-0113|Ms.|4
47|45254837274|Alexandra|G|Gonzalez|1970-03-20 00:00:00|S|F|agonzalez@cpandl.com|50000|1|0|Partial Co|Skilled Manual|0|1|9075 Calle Verde||Concord|CA|94519|246-555-0162|Ms.|4
48|15732240080|Abigail||Gray|1978-05-02 00:00:00|M|F|agray@consolidatedmessenger|80000|0|0|Bachelors|Management|0|1|78025 E. Merritt Isl. Cswy.||Merritt Island|FL|32952|440-555-0165|Ms.|5
49|77437161207|Angel|S|Green|1986-02-18 00:00:00|S|M|agreen@margiestravel.com|70000|0|0|High Schoo|Management|0|2|7943 Cunha Ct.||Burien|WA|98168|1 (11) 500 555-0146|Mr.|1
50|96640200614|Alyssa|C|Griffin|1980-04-16 00:00:00|S|F|agriffin@cohovineyard.com|60000|1|0|Graduate D|Professional|1|0|6916 Azores||Grossmont|CA|91941|862-555-0186|Ms.|4
51|32856969833|Arianna|J|Griffin|1943-09-16 00:00:00|M|F|agriffin@woodgrovebank.com|50000|2|0|Graduate D|Management|1|2|7070 W. Watson Court||Yakima|WA|98901|804-555-0196|Ms.|1
52|6732|Albert||Gutierrez|1967-03-12 00:00:00|S|M|agutierrez@adatum.com|70000|2|1|Partial Co|Professional|0|0|7656 Ramsey Circle||Chandler|AZ|85225|984-555-0146|Mr.|4
53|81310099363|Alex|R|Hall|1983-03-02 00:00:00|S|M|ahall@cohovineyard.com|50000|0|0|Graduate D|Skilled Manual|1|0|9115 Arthur Rd.||Fremont|CA|94536|640-555-0113|Mr.|4
54|47757043200|Allison||Hall|1967-12-08 00:00:00|S|F|ahall@contoso.com|80000|5|4|Graduate D|Professional|0|0|Desoto Square||Bradenton|FL|34205|162-555-0176|Ms.|5
55|53469896316|Abigail|C|Hall|1981-12-22 00:00:00|S|F|ahall@northwindtraders.com|90000|0|0|High Schoo|Management|1|3|8036 Summit View Dr.||Gold Bar|WA|98251|1 (11) 500 555-0162|Ms.|1
56|88638226985|Andrew|M|Harris|1986-12-07 00:00:00|S|M|aharris@fabrikam.com|50000|0|0|Partial Co|Skilled Manual|1|2|25264 E. 260th||Euclid|OH|44119|635-555-0132|Mr.|3
57|5556|Alejandro||He|1969-11-10 00:00:00|M|M|ahe@fabrikam.com|60000|1|0|Partial Co|Skilled Manual|1|1|Pyramid Mall||Ithaca|NY|14850|1 (11) 500 555-0132|Mr.|2
58|78516975641|Angel|M|Hernandez|1979-02-07 00:00:00|S|M|ahernandez@adventure-works.com|30000|2|2|Partial Co|Clerical|0|2|5854 Eagle Way||Chula Vista|CA|91910|1 (11) 500 555-0176|Mr.|4
59|43977499604|Allison|R|Hill|1970-01-24 00:00:00|S|F|ahill@cpandl.com|10000|1|1|High Schoo|Manual|0|1|5121 Alta Vista||Concord|CA|94519|1 (11) 500 555-0115|Ms.|4
60|2473|Autumn|H|Hu|1953-08-07 00:00:00|M|F|ahu@fineartschool.net|50000|3|0|Graduate D|Management|1|2|9641 Matterhorn Ct.||Olympia|WA|98501|909-555-0193|Ms.|1
61|31616555452|Ana||Hughes|1961-02-03 00:00:00|M|F|ahughes@fineartschool.net|70000|5|2|Partial Hi|Skilled Manual|1|2|9302 Blue Ridge||Lynnwood|WA|98036|1 (11) 500 555-0165|Ms.|1
62|53178334832|Alexis|M|Jackson|1957-02-18 00:00:00|M|F|ajackson@alpineskihouse.com|70000|4|1|Bachelors|Management|1|1|651 Bridgeview St||Colma|CA|94014|581-555-0199|Ms.|4
63|85074842572|Austin|S|Jackson|1987-02-18 00:00:00|S|M|ajackson@margiestravel.com|30000|0|0|Partial Co|Clerical|1|1|993 Piedmont Dr.||Bremerton|WA|98312|1 (11) 500 555-0173|Mr.|1
64|87213770151|Anthony||Jackson|1975-11-22 00:00:00|M|M|ajackson@woodgrovebank.com|10000|1|1|High Schoo|Manual|0|1|5537 Baltic Sea Ct.||Downey|CA|90241|1 (11) 500 555-0176|Mr.|4
65|5573|Alejandro||Jai|1986-01-14 00:00:00|S|M|ajai@baldwinmuseumofscience.com|20000|0|0|High Schoo|Manual|1|1|881 Brannan Pl.||Colma|CA|94014|1 (11) 500 555-0126|Mr.|4
66|36010416200|Alexandria||James|1957-03-22 00:00:00|M|F|ajames@blueyonderairlines.com|70000|4|1|Bachelors|Management|1|1|2953 St. Francis Drive||Concord|CA|94519|713-555-0130|Ms.|4
67|31580495834|Ana|E|Jenkins|1964-06-17 00:00:00|M|F|ajenkins@humongousinsurance.com|60000|2|0|High Schoo|Professional|1|2|4769 Buchanan Ct|Unit G 202|Milwaukie|OR|97222|262-555-0118|Ms.|1
68|29988089800|Alexia||Jenkins|1963-06-20 00:00:00|M|F|ajenkins@wingtiptoys.com|60000|3|1|Partial Hi|Skilled Manual|0|2|907 Ameno Road||Tacoma|WA|98403|192-555-0126|Ms.|1
69|2499|Audrey||Jimenez|1970-06-09 00:00:00|S|F|ajimenez@northwindtraders.com|10000|1|1|High Schoo|Manual|1|1|9665 Pamploma Ct.||Kirkland|WA|98033|1 (11) 500 555-0150|Ms.|1
70|2925|Armando||Jimenez|1971-09-01 00:00:00|S|M|ajimenez@northwindtraders.com|50000|1|0|Partial Co|Skilled Manual|0|1|3880 Batacao||Kenmore|WA|98028|1 (11) 500 555-0168|Mr.|1
71|14482035636|Anna|J|Kelly|1941-08-06 00:00:00|S|F|akelly@adatum.com|80000|3|0|Graduate D|Management|1|1|7750 E Mcdowell Rd||Scottsdale|AZ|85257|787-555-0191|Ms.|4
72|11750849485|Amanda|C|Kelly|1963-02-14 00:00:00|M|F|akelly@adventure-works.com|30000|1|0|Bachelors|Skilled Manual|0|1|Camarillo Athletic Stores||Camarillo|CA|93010|134-555-0150|Ms.|4
73|10794706300|Alexandra|L|Kelly|1961-12-23 00:00:00|M|F|akelly@contoso.com|40000|3|0|Partial Co|Professional|0|2|1667 Warren Street||West Covina|CA|91791|711-555-0167|Ms.|4
74|9400|Alicia||Kumar|1960-09-16 00:00:00|M|F|akumar@cpandl.com|10000|3|0|High Schoo|Manual|1|2|5217 Cordova Way||Concord|CA|94519|1 (11) 500 555-0170|Ms.|4
75|9856|April|L|Lal|1959-09-18 00:00:00|M|F|alal@consolidatedmessenger|50000|2|1|High Schoo|Professional|1|2|3794 Francine Court||Clarkston|GA|30021|793-555-0160|Ms.|5
76|190|Alvin|L|Liang|1986-09-15 00:00:00|M|M|aliang@cohovineyard.com|30000|0|0|Partial Hi|Clerical|1|2|Pavillion @ Redlands||Redlands|CA|92373|222-555-0192|Mr.|4
